Gender,Job,Purchase,label
0,20,4423,1
0,12,7621,3
0,12,7799,3
0,12,8573,3
0,12,7566,3
0,12,3477,3
0,12,8120,3
0,12,5927,3
0,12,5357,3
0,12,10884,3
0,12,10605,3
0,12,6899,3
0,12,10914,3
0,12,13186,3
0,12,6102,3
0,12,8336,3
0,12,13448,3
0,12,7996,3
0,12,9735,3
0,12,2125,3
0,12,20856,3
0,6,15737,2
0,6,5263,2
0,6,19216,2
0,6,7037,2
0,6,6125,2
0,17,10008,4
0,17,7598,4
0,17,11905,4
0,17,15903,4
0,17,12754,4
0,17,2820,4
0,17,5242,4
0,17,6880,4
0,17,8822,4
0,17,15392,4
0,17,7028,4
0,17,8136,4
0,17,7975,4
0,17,15342,4
0,17,10938,4
0,17,8127,4
0,17,7879,4
0,17,10670,4
0,17,6972,4
0,17,15581,4
1,0,5139,3
1,0,7010,3
1,0,6894,3
1,0,8030,3
0,2,7183,2
0,2,11794,2
0,20,8758,2
0,20,2033,2
0,20,8629,2
0,20,8784,2
0,20,20532,2
0,20,2314,2
0,20,8087,2
0,20,8141,2
0,20,20599,3
0,20,23395,3
0,7,15194,3
0,7,7966,3
0,7,3866,3
0,7,7989,3
0,7,12105,3
0,7,15837,3
0,7,11903,3
0,7,2393,3
0,7,7931,3
0,7,12095,3
0,7,19440,3
0,7,7075,3
0,7,13171,3
0,7,4417,3
0,7,10685,3
0,12,15481,3
0,12,15726,3
0,12,18956,3
0,12,11698,3
0,12,11524,3
0,12,7086,3
0,12,1864,3
0,12,762,3
1,12,6158,2
1,12,10777,2
1,12,5398,2
1,12,3131,2
1,12,19042,2
1,12,6873,2
1,12,15224,2
1,12,15666,2
1,12,5211,2
1,12,9881,2
1,12,5875,2
1,12,2137,2
1,12,12635,2
1,12,9819,2
0,4,8044,2
0,17,8729,2
0,17,11994,2
0,7,5193,3
0,7,3523,3
0,7,11389,3
0,7,11841,3
0,7,16345,3
0,7,5299,3
0,7,8730,3
0,7,19234,3
0,7,9848,3
0,7,3205,3
0,7,11419,3
0,7,7187,3
0,20,4557,1
0,20,10028,1
0,20,10067,1
0,7,5929,5
0,7,7812,5
0,7,15598,5
0,7,8060,5
0,7,4004,5
0,7,11424,5
0,7,6884,5
0,7,8138,5
0,7,6060,5
0,7,7943,5
0,7,6036,5
1,2,6170,2
1,2,7185,2
1,2,6184,2
1,2,6035,2
1,2,3993,2
1,2,3915,2
1,2,5903,2
1,2,5179,2
1,2,3444,2
1,2,1753,2
1,2,5262,2
1,2,3435,2
1,2,8214,2
1,2,3710,2
1,16,6878,4
1,16,5981,4
1,16,5920,4
1,16,8663,4
1,13,20181,5
1,13,6921,5
1,13,8028,5
1,13,8088,5
1,0,5243,2
1,0,5931,2
1,0,7948,2
0,1,7464,4
0,1,19559,4
0,1,9764,4
0,4,13220,1
0,4,10824,1
0,4,15707,1
0,4,5210,1
0,4,6758,1
0,4,7745,1
1,7,6922,2
1,7,19564,2
1,7,19170,2
1,7,11835,2
1,7,4175,2
1,7,7097,2
1,7,5988,2
0,18,19400,3
0,18,8644,3
1,0,9821,1
1,0,15271,1
1,0,5885,1
1,0,15482,1
1,0,8067,1
1,0,12796,1
1,0,7847,1
1,0,8659,1
0,18,6034,2
0,18,7168,2
0,18,1780,2
1,3,15340,2
1,3,12109,2
0,17,15530,2
0,17,9859,2
0,17,8619,2
0,17,2782,2
0,17,6943,2
0,17,6898,2
0,17,8713,2
0,17,7178,2
0,17,7128,2
0,17,7093,2
0,17,8671,2
0,17,19439,2
0,17,19055,2
0,17,15423,2
0,17,19304,2
0,17,19115,2
0,17,19497,2
0,17,15598,2
0,17,16205,2
0,17,11619,2
0,17,7937,2
0,17,15697,2
0,17,7536,2
0,17,10776,2
0,17,11669,2
0,12,5930,2
0,12,9759,2
0,4,9740,1
0,4,10787,1
0,4,9919,1
0,4,19229,1
0,4,7811,1
0,4,11771,1
0,20,9967,2
0,20,4279,2
0,20,5433,2
0,20,1733,2
0,20,1989,2
0,20,9789,2
0,20,6005,2
0,20,7762,2
0,20,2192,2
0,20,9864,2
0,20,9948,2
0,20,9788,2
0,20,1718,2
0,20,4070,2
0,20,9809,2
0,20,6875,2
0,20,1497,2
0,17,6880,2
0,17,8647,2
0,17,19348,2
0,17,15572,2
0,20,8689,2
0,20,5898,2
0,16,8714,1
0,16,7006,1
0,16,3709,1
0,16,5267,1
0,16,5192,1
0,16,3702,1
0,16,3516,1
0,16,5184,1
0,16,5325,1
0,16,5961,1
0,16,7947,1
0,16,8045,1
0,16,16021,1
0,16,8044,1
0,16,8122,1
0,16,15167,1
0,16,4090,1
0,16,8109,1
0,16,6427,1
0,2,8902,5
0,2,16479,5
0,2,5862,5
0,2,948,5
0,2,15844,5
0,0,7952,2
0,0,9702,2
0,0,6977,2
0,0,15883,2
0,0,7112,2
0,0,11012,2
0,0,5839,2
0,0,5841,2
0,0,13091,2
0,0,5825,2
0,0,7802,2
0,0,7872,2
0,0,5147,2
0,0,4470,2
0,0,5276,2
0,0,5997,2
0,0,4698,2
0,0,6884,2
0,0,6027,2
0,0,7098,2
0,0,6996,2
0,0,15825,2
0,0,8134,2
0,0,6909,2
0,0,6912,2
0,0,3645,2
0,0,8048,2
0,0,5903,2
0,0,12062,2
0,0,4561,2
0,0,8119,2
0,0,5948,2
0,0,770,2
0,0,13377,2
0,0,13208,2
0,0,5440,2
0,16,15356,3
0,16,23384,3
0,16,7066,3
0,16,15306,3
0,12,7077,2
0,7,3447,3
0,4,7104,2
0,4,19444,2
0,4,11817,2
0,4,11986,2
0,4,8021,2
0,4,5433,2
0,4,5402,2
0,4,5245,2
0,4,4214,1
0,4,15410,1
1,7,7037,2
1,7,7080,2
1,7,8699,2
1,7,2865,2
1,7,9947,2
1,7,15779,2
1,7,15413,2
1,7,12019,2
1,7,16896,2
1,7,765,2
1,7,10005,2
1,7,695,2
0,13,5375,6
0,13,7998,6
1,0,7037,5
1,0,6909,5
1,0,19597,5
1,0,15170,5
0,12,4483,2
0,12,10684,2
0,12,6971,2
0,12,7566,2
0,12,11039,2
0,12,6048,2
0,12,7110,2
0,11,2870,3
0,11,8761,3
1,0,9946,2
1,0,12851,2
1,0,10796,2
1,0,4125,2
1,0,19598,2
1,0,15518,2
1,0,15501,2
1,0,8748,2
1,0,15846,2
1,0,15810,2
1,0,7044,2
1,0,6942,2
1,0,7167,2
1,0,4532,2
1,0,11459,2
1,0,11426,2
1,0,9823,2
1,0,6104,2
1,0,7104,2
1,0,1731,2
1,0,5348,2
0,4,8083,1
1,1,11917,1
1,1,9934,1
1,1,15485,1
1,1,11552,1
1,1,13187,1
1,1,5373,1
1,1,3661,1
1,1,5208,1
0,4,15451,1
0,4,21518,1
0,4,3500,1
0,4,10012,1
0,4,8009,1
0,4,5237,1
0,4,8690,1
0,4,5238,1
0,4,5205,1
0,4,7954,1
0,4,13134,1
0,4,781,1
0,17,18516,5
0,17,16476,5
1,4,6865,1
1,4,9912,1
1,4,7073,1
0,7,3977,3
0,7,9884,3
0,7,7939,3
0,7,4061,3
0,7,7848,3
0,7,6889,3
0,7,5249,3
0,7,3504,3
0,7,5233,3
0,7,3492,3
0,7,9915,3
0,7,6996,3
0,7,5146,3
0,7,2156,3
0,7,5418,3
0,7,7684,3
0,7,3489,3
1,8,16481,3
1,8,2000,3
1,8,4039,3
1,8,15522,3
0,4,11654,2
0,4,4199,2
0,4,19084,2
0,4,1501,2
0,20,15229,3
0,20,9836,3
0,20,9965,3
0,20,5883,3
0,20,6981,3
0,20,5959,3
0,20,6059,3
0,20,7945,3
0,7,7619,3
0,7,19663,3
0,7,6933,3
0,7,5959,3
0,0,19464,2
0,0,9980,1
0,0,2988,1
0,20,10911,2
0,20,13084,2
0,20,16218,2
0,20,6019,2
0,20,6995,2
0,20,12660,2
0,20,11619,2
0,20,5264,2
0,20,3734,2
0,20,6012,2
0,20,785,2
0,20,388,2
0,20,19121,2
0,20,753,2
0,20,8861,2
0,20,10077,2
0,20,20928,2
0,20,19116,2
0,20,15670,2
0,20,5985,2
0,20,13018,2
0,20,6867,2
0,20,16411,2
0,20,6106,2
0,20,18646,2
0,20,12036,2
0,20,6182,2
0,20,6044,2
0,20,6086,2
0,20,6860,2
0,20,19626,2
0,18,20641,2
0,18,11786,2
0,18,7926,2
0,18,10029,2
0,18,5146,2
0,18,8806,2
0,0,12851,2
0,0,8328,2
0,0,11713,2
0,0,19493,2
0,0,11999,2
0,0,15401,2
0,0,11957,2
0,0,11763,2
0,0,8289,2
0,0,8116,2
0,0,8194,2
0,0,19345,2
0,0,7074,2
0,0,16258,2
0,0,4521,2
0,7,11957,3
0,7,19203,3
0,7,5363,3
0,7,1735,3
0,7,6967,3
0,7,15216,3
0,7,11435,3
0,7,15364,3
0,7,11986,3
0,7,6921,3
0,4,7804,1
0,4,3714,1
0,4,8691,1
0,4,16238,1
0,4,6132,1
0,4,15737,1
0,4,6973,1
0,4,7066,1
0,4,15812,1
0,4,19617,1
0,4,19120,1
0,4,9993,1
0,4,16131,1
0,4,18797,1
0,4,15880,1
0,4,8617,1
0,4,15372,1
0,4,11430,1
0,4,3462,1
0,4,10961,1
0,4,13658,1
0,4,10798,1
0,4,772,1
0,0,7035,1
0,0,8436,1
0,11,5975,2
0,11,1032,2
0,11,8124,2
0,2,15433,1
0,2,12554,1
0,2,15298,1
0,2,8065,1
0,2,15477,1
0,2,5411,1
0,2,11729,1
0,2,8039,1
0,0,5230,0
0,0,4036,1
0,0,4265,1
0,0,15886,1
0,0,9694,1
0,0,897,1
0,0,5458,1
0,0,5871,1
0,0,6039,1
0,0,806,1
0,0,11682,1
1,9,15237,3
1,9,19277,3
1,9,19453,3
1,9,11394,3
1,9,11742,3
1,9,9841,3
1,9,11509,3
1,9,7060,3
1,9,20368,3
1,9,16116,3
1,9,12441,3
1,9,11567,3
1,9,5945,3
1,9,7956,3
1,9,16437,3
1,9,7165,3
1,9,5878,3
1,9,4530,3
1,9,5445,3
1,9,15290,3
1,9,16315,3
1,9,15291,3
1,9,7051,3
1,9,6100,3
0,12,10825,2
0,12,8874,2
0,13,9906,5
0,13,5168,5
0,13,5899,5
0,13,8087,5
0,13,11724,5
0,13,15526,5
0,13,15580,5
0,13,19656,5
0,13,19620,5
0,13,12832,5
0,13,15701,5
0,11,8644,6
0,11,8885,6
0,11,8046,6
0,11,8119,6
1,9,7133,2
1,9,6869,2
0,11,12100,3
0,11,6858,3
0,11,6961,3
0,11,6189,3
0,11,8008,3
0,11,1712,3
0,11,5826,3
0,11,8649,3
0,11,6190,3
0,6,5225,2
0,6,5310,2
0,6,7875,2
0,6,4107,2
0,6,11674,2
0,6,5908,2
0,6,7031,2
0,6,5870,2
0,6,15452,2
0,6,4005,2
0,12,18909,3
0,12,8242,3
0,12,7774,3
0,12,15573,3
0,12,8264,3
0,12,15350,3
0,12,15599,3
0,12,15228,3
0,0,5416,2
0,0,15647,2
0,3,9746,4
0,3,8621,4
0,3,8765,4
0,3,3469,4
0,3,3489,4
0,3,8597,4
0,3,9902,4
0,3,18364,4
0,3,8066,4
0,3,8589,4
0,3,6893,4
0,3,7084,4
0,3,7154,4
0,3,8861,4
0,3,5156,4
0,3,5338,4
0,3,6927,4
0,3,3502,4
0,3,8907,4
0,3,8715,4
0,3,5151,4
0,3,7177,4
0,3,1941,4
0,3,15350,4
0,3,5333,4
0,3,8644,4
0,3,5201,4
0,3,12116,4
0,3,5228,4
0,3,5426,4
0,7,3580,2
0,7,6197,2
0,7,19529,2
0,7,20567,2
0,7,11578,2
0,7,8832,2
0,7,1881,2
0,7,2962,2
0,7,1681,2
0,16,11862,3
0,16,15775,3
0,16,7022,3
0,16,6919,3
0,16,5169,3
0,16,8816,3
0,16,6896,3
0,7,3826,2
0,7,5187,2
0,7,6041,2
0,14,16512,2
0,14,762,2
0,14,9998,2
0,14,7989,2
0,14,19539,2
0,14,4697,2
0,14,16667,2
0,14,15605,2
0,14,5373,2
0,14,5477,2
0,14,5225,2
0,14,5448,2
0,14,15913,2
0,14,11722,2
0,14,10617,2
0,14,4688,2
0,14,7021,2
0,12,10056,1
0,12,8117,1
0,19,14030,0
0,19,21544,0
0,19,9525,0
0,19,5956,0
0,19,3694,0
0,19,6193,0
0,19,3620,0
0,17,4123,1
0,12,5228,3
0,12,6890,3
0,12,18966,3
0,12,8778,3
0,12,13379,3
0,12,12857,3
0,14,20549,2
0,14,7384,2
0,14,11622,2
0,14,12813,2
0,5,15807,2
0,5,2050,2
0,5,6016,2
0,5,3062,2
0,5,6011,2
0,0,15662,1
0,0,2872,1
1,2,3575,0
1,2,5465,0
1,2,6980,0
1,2,7787,0
1,2,8000,0
0,17,20369,2
0,17,15161,2
0,17,15498,2
0,17,15454,2
0,17,1989,2
0,17,15412,2
0,17,8588,2
0,17,3569,2
1,19,12452,1
1,19,4523,1
1,19,15899,1
1,19,8257,1
1,19,8197,1
1,19,11594,1
1,19,11799,1
1,19,7809,1
1,19,3912,1
1,19,5784,1
1,19,3107,1
1,19,6006,1
1,19,6126,1
1,19,1890,1
1,19,9996,1
1,19,8350,1
1,19,2164,1
1,19,1782,1
1,19,6895,1
0,0,8817,2
0,18,7924,3
0,18,5227,3
0,18,11472,3
0,18,7180,3
0,18,8748,3
0,18,11842,3
0,18,2397,3
0,18,3101,3
0,18,3137,3
0,18,4517,3
0,18,4709,3
0,18,571,3
1,9,5918,3
1,9,9847,3
1,17,3734,2
1,17,15189,2
1,17,16397,2
1,3,10073,2
1,3,7068,2
1,3,6870,2
1,3,4253,2
1,3,4232,2
1,3,2019,2
1,3,9844,2
1,3,7061,2
1,3,11502,2
1,3,15204,2
1,3,2256,2
1,3,1535,2
1,3,2214,2
1,3,8837,2
1,3,2196,2
1,3,5238,2
1,3,6910,2
1,3,8334,2
1,3,11530,2
1,3,8526,2
1,3,4527,2
1,3,4321,2
1,3,15182,2
1,3,8145,2
1,3,8698,2
1,3,8596,2
1,3,5433,2
1,3,7066,2
1,3,18741,2
1,3,1404,2
1,3,7807,2
1,3,3178,2
1,3,1843,2
1,3,4131,2
1,3,1735,2
1,3,3930,2
1,3,8265,2
1,3,4189,2
1,3,6021,2
1,3,3885,2
1,3,6001,2
1,3,8770,2
1,3,6166,2
1,3,8220,2
1,3,6885,2
1,3,7103,2
0,10,12077,0
0,10,15363,0
0,10,10861,0
0,10,7044,0
0,10,11497,0
0,10,20671,0
0,10,6930,0
0,10,6103,0
0,10,11979,0
0,10,9866,0
0,7,11511,3
0,7,3602,3
0,7,5963,3
0,7,9886,3
0,7,11445,3
0,7,6069,3
0,7,2106,3
0,7,7155,3
0,7,19632,3
1,0,7854,3
1,0,15593,3
1,0,8589,3
1,0,7802,3
1,0,6187,3
0,0,11985,3
0,12,9736,2
0,12,6090,2
0,12,16087,2
0,12,19396,2
0,12,7184,2
0,12,2166,2
0,12,7114,2
0,12,7088,2
0,12,5226,2
0,12,3567,2
0,12,5393,2
0,12,3678,2
0,12,2118,2
0,12,5938,2
0,12,4542,2
0,12,3184,2
0,12,8002,2
0,12,12181,2
0,12,11528,2
0,7,15211,3
0,7,5190,3
1,3,3524,6
0,15,7404,6
0,15,7823,6
0,15,5991,6
0,7,19385,1
0,10,7076,0
0,10,15729,0
0,20,2766,1
0,20,8613,1
0,20,13495,1
0,20,9772,1
0,20,19307,1
0,17,6476,2
0,17,12048,2
0,17,8106,2
0,17,6878,2
0,17,5151,2
0,17,5925,2
0,17,10876,2
0,17,13038,2
0,17,15913,2
0,17,9790,2
0,17,11596,2
0,17,6852,2
0,17,3449,2
0,17,5290,2
0,17,6992,2
1,7,8755,2
0,12,11021,2
0,12,11605,2
0,12,9870,2
0,12,16257,2
0,12,8595,2
0,12,7028,2
0,12,8045,2
0,17,16270,4
0,17,11936,4
0,17,10121,4
0,4,15459,1
0,4,11001,1
0,4,15643,1
0,4,2019,1
0,4,8860,1
0,4,6872,1
0,4,19377,1
0,4,8703,1
0,4,1748,1
0,4,15632,1
0,4,9699,1
0,4,8627,1
0,4,1943,1
0,4,5449,1
0,4,1745,1
0,4,3763,1
0,4,12046,1
0,4,5264,1
0,4,1779,1
0,4,15579,1
0,4,11854,1
0,4,12003,1
0,4,8290,1
0,4,12888,1
1,1,7115,5
0,12,7053,1
0,12,8578,1
0,12,16042,1
0,12,12104,1
0,12,15483,1
0,12,8069,1
0,6,7945,2
0,6,7153,2
0,4,19565,1
0,4,12049,1
0,4,5222,1
0,4,15167,1
0,4,5208,1
0,4,16546,1
0,4,8039,1
0,17,8576,0
1,3,16048,2
1,3,12756,2
1,3,8718,2
1,3,5410,2
1,3,7015,2
0,19,1457,1
0,19,4445,1
0,19,3994,1
0,19,13027,1
0,19,5479,1
0,19,3508,1
0,19,12897,1
0,19,11596,1
0,19,7988,1
0,19,11902,1
0,19,11852,1
0,19,6081,1
0,19,3494,1
0,19,5411,1
0,19,3302,1
0,19,15630,1
0,19,8068,1
0,19,5315,1
0,19,5254,1
0,19,4208,1
0,19,5377,1
0,17,15891,1
0,17,8051,1
0,17,11489,1
0,17,11826,1
0,0,11997,2
0,0,5167,2
0,17,15556,2
0,17,2057,2
0,17,8007,2
0,17,10707,2
0,17,8332,2
0,17,11590,2
0,17,19050,2
0,17,11756,2
0,17,12118,2
0,17,11564,2
0,17,3361,2
0,17,16035,2
0,17,15391,2
0,17,7105,2
0,17,6887,2
0,4,11039,2
0,4,11886,2
0,4,15873,2
0,4,11412,2
0,4,15188,2
0,4,15361,2
0,4,15721,2
0,19,6948,1
0,19,15508,1
0,19,19320,1
0,0,19238,2
0,4,11662,1
0,4,20047,1
0,4,10634,1
0,0,11730,2
0,0,8665,2
0,0,13200,2
0,0,8091,2
0,0,7957,2
0,0,5158,2
0,1,7010,1
0,1,7648,1
0,1,3675,1
0,1,12229,1
0,7,960,3
0,7,11782,3
0,7,16334,3
0,7,9898,3
0,7,8682,3
0,7,8588,3
0,7,15464,3
0,7,5968,3
0,7,3634,3
0,7,6985,3
0,7,19040,3
0,7,8718,3
0,7,15361,3
0,7,7009,3
0,7,7051,3
0,7,8615,3
0,17,11907,2
0,17,7920,2
0,17,3702,2
0,17,5831,2
0,17,5415,2
0,17,6906,2
0,17,19144,2
1,14,5380,3
1,14,16232,3
1,14,7187,3
1,14,12060,3
1,14,7916,3
1,14,15590,3
1,14,6086,3
1,14,7093,3
1,14,3621,3
0,20,5244,5
0,20,8603,5
0,20,7009,5
1,14,8146,3
1,14,5280,3
1,14,7127,3
1,14,2863,3
1,14,8038,3
1,14,8031,3
0,6,14093,5
0,6,9546,5
0,6,15499,5
0,6,11378,5
0,6,6974,5
0,6,5478,5
0,6,3452,5
0,6,5187,5
0,6,3547,5
0,6,5434,5
0,6,7792,5
0,6,2184,5
0,6,6033,5
0,6,10030,5
0,6,6170,5
0,6,6104,5
0,6,6726,5
1,7,7951,5
1,7,7002,5
1,7,7173,5
1,20,8413,2
1,20,6059,2
1,20,8238,2
1,20,8229,2
1,20,8076,2
1,20,7646,2
1,20,19084,2
1,20,1626,2
1,20,8673,2
1,20,1560,2
1,20,3527,2
1,5,8643,2
1,5,6858,2
1,5,12733,2
1,20,7768,2
1,20,8614,2
1,20,5471,2
1,20,7035,2
1,20,5434,2
1,20,5199,2
1,20,7949,2
1,20,8001,2
1,20,16349,2
1,20,8124,2
1,20,8335,2
0,16,6959,2
0,16,6925,2
0,16,7068,2
0,16,15636,2
0,16,15816,2
0,16,15524,2
0,16,15816,2
0,16,20631,2
0,16,15623,2
0,16,7155,2
0,16,5359,2
0,16,5406,2
0,16,11568,2
0,16,7091,2
0,16,9808,2
0,16,5949,2
0,16,7768,2
0,16,8860,2
0,4,15202,1
0,4,15674,1
0,20,9978,2
0,12,3431,3
0,12,6921,3
0,12,7049,3
0,0,8599,3
0,0,15924,3
0,4,13217,1
0,7,3005,2
0,7,3006,2
0,7,1547,2
0,7,5890,2
0,7,1648,2
0,7,1607,2
0,7,15356,2
0,7,15587,2
0,7,3470,2
0,17,8144,2
0,17,20340,2
0,17,8864,2
0,17,8578,2
0,17,8685,2
0,12,9932,2
0,12,19105,2
0,12,15490,2
0,12,15537,2
0,12,15169,2
0,12,6118,2
0,0,7760,5
0,0,759,5
0,6,7161,2
0,6,6087,2
0,6,2144,2
0,6,19362,2
0,6,6944,2
0,4,5337,1
0,4,3731,1
0,4,1421,1
1,4,11794,1
1,4,13076,1
0,0,15719,4
0,0,10143,4
0,0,10563,4
0,0,6180,4
0,0,2801,4
0,0,10912,4
0,0,3012,4
0,4,19126,1
0,4,15461,1
0,4,15247,1
0,4,8823,1
0,4,6932,1
0,4,8728,1
0,4,11434,1
0,4,10644,1
0,4,11488,1
0,4,760,1
0,4,20351,1
0,4,20410,1
0,4,6086,1
0,4,10054,1
0,4,3798,1
0,4,19582,1
0,4,5984,1
0,4,8055,1
0,4,16404,1
0,4,19961,1
0,4,741,1
0,7,11570,3
0,7,7830,3
0,7,18986,3
0,7,9959,3
0,2,3880,1
1,1,3435,2
1,1,10996,2
1,1,3491,2
1,1,2809,2
1,1,2162,2
1,1,12990,2
1,1,1427,2
1,1,10955,2
1,1,8779,2
1,1,8139,2
0,0,6918,2
0,0,3745,2
0,0,5356,2
0,0,7083,2
0,0,16489,2
0,12,11980,3
0,12,3034,3
0,12,10811,3
0,12,7757,3
0,12,16323,3
0,12,582,3
0,12,7953,3
0,12,5989,3
0,12,10032,3
0,12,5942,3
0,12,5937,3
0,12,6903,3
0,12,7914,3
0,12,10811,3
0,12,16450,3
0,12,3468,3
0,1,2099,6
0,1,7035,6
1,1,16801,3
0,2,3625,4
0,4,12180,1
0,4,8073,1
0,4,6940,1
0,19,23562,0
0,19,23182,0
0,19,8775,0
0,19,14757,0
0,19,12332,0
0,19,18535,0
0,19,7794,0
0,19,3664,0
0,7,4601,3
0,7,20892,3
0,7,9861,3
0,7,5441,3
0,7,11379,3
0,7,14418,3
0,2,1987,1
0,2,7156,1
0,2,15890,1
0,2,6902,1
0,2,12094,1
0,2,7004,1
0,2,1841,1
0,7,12403,3
1,12,9808,3
1,12,16458,3
0,0,4730,6
0,0,2994,6
0,11,8062,2
0,11,733,2
0,11,4501,2
0,11,1723,2
0,7,11563,6
0,17,8099,5
0,17,9975,5
0,17,10052,5
0,17,7966,5
0,17,19162,5
0,17,15886,5
0,17,7965,5
0,17,17045,5
0,17,11609,5
0,17,9877,5
0,0,19010,2
0,0,19570,2
0,0,19326,2
0,0,12023,2
0,0,19391,2
0,0,3529,2
0,0,6903,2
0,0,7108,2
0,0,8732,2
0,0,19932,2
0,0,10063,2
0,0,3664,2
0,0,1382,2
0,0,16421,2
0,0,15703,2
0,0,774,2
0,0,16333,2
0,0,7918,2
0,0,4193,2
0,0,7989,2
0,0,7970,2
0,0,8051,2
0,0,7947,2
0,0,15247,2
0,0,8800,2
0,0,21064,2
0,0,6636,2
0,0,8313,2
1,3,9872,2
1,3,5362,2
1,3,7115,2
1,3,20625,2
1,3,3643,2
1,3,10042,2
1,3,3919,2
1,0,10067,1
0,7,3528,2
0,7,7146,2
0,7,3541,2
0,7,7018,2
0,7,7193,2
0,7,7967,2
0,0,12245,2
0,0,16394,2
0,0,1631,2
0,0,8279,2
0,0,6598,2
0,0,6839,2
1,0,7814,1
0,5,8816,2
0,5,5983,2
0,5,11843,2
0,5,6616,2
0,5,12770,2
0,5,13259,2
0,5,7983,2
0,5,3555,2
1,7,2055,2
1,7,5362,2
0,15,5392,2
0,3,5346,2
0,3,6864,2
0,3,8637,2
0,3,5362,2
0,3,6647,2
0,0,12911,3
0,0,12967,3
0,0,18591,3
0,0,8783,3
0,0,2069,3
0,0,7823,3
0,0,6865,3
0,0,7897,3
0,0,5329,3
0,0,2365,3
0,0,16516,3
0,0,6002,3
0,0,6961,3
0,0,12276,3
0,0,5384,3
0,0,12698,3
0,0,4195,3
0,0,11696,3
0,0,6973,3
0,0,6938,3
0,0,698,3
0,4,11881,1
0,4,15646,1
0,5,8663,2
0,17,19073,2
0,17,7172,2
0,17,5377,2
0,17,15230,2
0,17,15411,2
0,17,12992,2
0,17,12718,2
1,16,7835,2
1,16,8063,2
1,16,7189,2
1,16,5369,2
1,16,8035,2
1,16,3560,2
1,16,7625,2
1,16,6887,2
1,16,15778,2
1,16,15549,2
1,16,15651,2
1,16,8098,2
1,16,7852,2
1,16,12636,2
1,16,570,2
1,16,4096,2
1,16,6076,2
1,16,2038,2
1,16,1734,2
1,16,3436,2
1,16,3526,2
1,16,8095,2
1,16,5460,2
1,16,12037,2
1,16,5300,2
1,16,9911,2
1,16,3957,2
1,16,7989,2
1,2,6017,1
1,2,16607,1
1,2,10783,1
1,2,8673,1
1,2,11042,1
1,2,7064,1
1,2,773,1
1,2,8102,1
1,2,2838,1
1,2,19098,1
1,2,10616,1
1,2,5396,1
1,2,7994,1
1,2,7011,1
1,2,1430,1
1,2,7088,1
1,2,10668,1
1,2,5445,1
1,2,8072,1
1,2,9858,1
1,2,6907,1
1,2,12600,1
1,2,6035,1
1,2,12791,1
1,2,7182,1
1,2,3727,1
1,2,11957,1
1,2,4185,1
1,2,9763,1
1,2,2980,1
1,2,8862,1
1,2,7062,1
1,6,18873,4
0,17,8822,3
0,17,10014,3
0,17,5423,3
0,17,6886,3
0,17,7943,3
0,14,5481,3
0,14,6989,3
0,14,5434,3
0,14,15797,3
0,14,11652,3
0,12,5425,2
0,12,4613,2
0,12,6956,2
0,12,8738,2
0,12,15457,2
0,12,6155,2
0,12,5208,2
0,12,4490,2
0,12,19207,2
0,0,4699,1
0,7,1871,2
0,7,8596,2
0,7,19315,2
0,7,5260,2
0,7,7079,2
0,7,11935,3
0,7,7169,3
0,7,7020,3
0,7,7882,3
0,7,6862,3
0,7,19386,2
0,7,15787,2
1,0,16846,2
1,0,16762,2
1,0,4030,2
1,0,10073,2
0,12,3682,4
0,12,14020,4
0,17,5425,5
0,17,5321,5
0,17,6130,5
0,17,4494,5
0,20,7014,1
0,20,5212,1
0,20,8816,1
0,20,15290,1
0,20,12938,1
0,20,6067,1
0,20,4542,1
0,20,8891,1
0,20,7440,1
0,20,4630,1
0,20,8801,1
0,20,15818,1
0,20,2957,1
0,20,3040,1
0,20,4699,1
0,20,13202,1
0,20,10704,1
0,20,13650,1
0,20,8683,1
0,20,8131,1
0,20,7153,1
0,20,4000,1
0,20,16369,1
0,20,15903,1
0,20,15629,1
0,20,11493,1
0,20,15442,1
0,20,11691,1
0,20,6134,1
0,20,8137,1
0,20,8875,1
0,20,13306,1
0,20,9806,1
0,20,7167,1
0,20,7185,1
0,20,7089,1
0,20,8142,1
0,20,1382,1
0,20,7047,1
0,20,8626,1
0,20,5239,1
0,20,6934,1
0,20,6911,1
0,20,7019,1
0,20,3455,1
0,20,6873,1
0,20,5382,1
0,20,6950,1
0,20,15213,1
0,20,5440,1
1,1,6901,2
1,1,9813,2
1,1,7886,2
0,10,1861,0
0,1,15724,5
0,1,8733,5
0,1,5541,5
0,6,5374,6
0,6,9937,6
0,6,16606,6
0,6,11790,6
0,6,8115,6
0,10,20963,0
0,10,8593,0
0,0,11920,2
0,0,11444,2
0,0,7859,2
0,0,12713,2
0,0,15238,2
0,0,13373,2
0,0,8208,2
0,0,5291,2
0,0,6864,2
0,0,6935,2
0,0,6852,2
0,0,6939,2
0,0,5207,2
0,0,5350,2
0,0,6980,2
0,0,7151,2
0,0,5326,2
0,0,12336,2
0,0,7770,2
0,0,12721,2
0,0,5833,2
0,0,6131,2
0,0,4700,2
0,0,12063,2
0,0,16665,2
0,0,12232,2
0,0,11969,2
0,2,15888,1
0,2,3176,1
0,17,20400,3
0,17,12416,3
0,17,15988,3
0,17,6984,3
0,17,11514,3
0,17,7561,3
0,17,12324,3
0,14,15241,1
0,14,3626,1
0,14,6486,1
0,14,5270,1
